Mkt Al,Op Al,Orig,Dest,Manu,Type,Aircraft Family,Aircraft Type,Equip,Flights,Seats,ASMs,Block Mins
G4,G4,TUL,LAS,Airbus,Narrow,A320,A319,319,9,"1,404","1,510,704","1,561"
G4,G4,TUL,PIE,Airbus,Narrow,A320,A319,319,4,624,"599,664",584
G4,G4,TUL,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"730,360",584
G4,G4,TUL,SFB,Airbus,Narrow,A320,A319,319,2,312,"310,440",300
G4,G4,TUL,SFB,Airbus,Narrow,A320,A320,320,1,180,"179,100",150
G4,G4,TUL,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"945,250",750
G4,G4,TUL,VPS,Airbus,Narrow,A320,A320,320,13,"2,340","1,565,460","1,500"
G4,G4,TVC,AZA,Airbus,Narrow,A320,A320,320,5,900,"1,439,100","1,170"
G4,G4,TVC,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,779,920","1,360"
G4,G4,TVC,SFB,Airbus,Narrow,A320,A319,319,1,156,"175,812",164
G4,G4,TVC,SFB,Airbus,Narrow,A320,A320,320,1,180,"202,860",164
G4,G4,TVC,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","1,498,910","1,148"
G4,G4,TYS,AUS,Airbus,Narrow,A320,A320,320,9,"1,620","1,428,840","1,260"
G4,G4,TYS,BOS,Airbus,Narrow,A320,A320,320,14,"2,520","2,091,600","1,932"
G4,G4,TYS,DEN,Airbus,Narrow,A320,A320,320,8,"1,440","1,673,280","1,560"
G4,G4,TYS,EWR,Airbus,Narrow,A320,A320,320,13,"2,340","1,476,540","1,495"
G4,G4,TYS,EYW,Airbus,Narrow,A320,A320,320,9,"1,620","1,274,940","1,179"
G4,G4,TYS,FLL,Airbus,Narrow,A320,A320,320,21,"3,780","2,676,240","2,542"
G4,G4,TYS,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,21,"3,990","2,824,920","2,542"
G4,G4,TYS,GUF,Airbus,Narrow,A320,A320,320,8,"1,440","635,040",680
G4,G4,TYS,HOU,Airbus,Narrow,A320,A320,320,9,"1,620","1,266,840","1,187"
G4,G4,TYS,IAD,Airbus,Narrow,A320,A320,320,9,"1,620","678,780",779
G4,G4,TYS,JAX,Airbus,Narrow,A320,A320,320,9,"1,620","633,420",720
G4,G4,TYS,LAS,Airbus,Narrow,A320,A319,319,8,"1,248","2,171,520","1,995"
G4,G4,TYS,LAS,Airbus,Narrow,A320,A320,320,1,180,"313,200",248
G4,G4,TYS,MCO,Airbus,Narrow,A320,A320,320,9,"1,620","861,840",864
G4,G4,TYS,MDW,Airbus,Narrow,A320,A320,320,8,"1,440","660,960",752
G4,G4,TYS,PGD,Airbus,Narrow,A320,A320,320,17,"3,060","1,909,440","1,865"
G4,G4,TYS,PHL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","842,080",880
G4,G4,TYS,PHX,Airbus,Narrow,A320,A320,320,8,"1,440","2,302,560","1,824"
G4,G4,TYS,PIE,Airbus,Narrow,A320,A320,320,46,"8,280","4,545,720","4,600"
G4,G4,TYS,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"521,550",500
G4,G4,TYS,SFB,Airbus,Narrow,A320,A319,319,5,780,"398,580",469
G4,G4,TYS,SFB,Airbus,Narrow,A320,A320,320,36,"6,480","3,311,280","3,383"
G4,G4,TYS,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,10,"1,900","970,900",940
G4,G4,TYS,SRQ,Airbus,Narrow,A320,A320,320,9,"1,620","949,320",896
G4,G4,TYS,VPS,Airbus,Narrow,A320,A320,320,16,"2,880","1,137,600","1,256"
G4,G4,USA,FLL,Airbus,Narrow,A320,A319,319,5,780,"500,760",575
G4,G4,USA,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,12,"2,280","1,463,760","1,384"
G4,G4,USA,PGD,Airbus,Narrow,A320,A319,319,8,"1,248","733,824",888
G4,G4,USA,PGD,Airbus,Narrow,A320,A320,320,1,180,"105,840",107
G4,G4,USA,PIE,Airbus,Narrow,A320,A319,319,1,156,"82,212",104
G4,G4,USA,PIE,Airbus,Narrow,A320,A320,320,3,540,"284,580",312
G4,G4,USA,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,"2,470","1,301,690","1,349"
G4,G4,USA,SFB,Airbus,Narrow,A320,A319,319,5,780,"355,680",450
G4,G4,USA,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,12,"2,280","1,039,680","1,078"
G4,G4,VPS,AVL,Airbus,Narrow,A320,A320,320,6,"1,080","444,960",510
G4,G4,VPS,BLV,Airbus,Narrow,A320,A320,320,51,"9,180","5,388,660","5,310"
G4,G4,VPS,BOS,Airbus,Narrow,A320,A320,320,4,720,"855,360",736
G4,G4,VPS,CAK,Airbus,Narrow,A320,A320,320,13,"2,340","1,808,820","1,706"
G4,G4,VPS,CKB,Airbus,Narrow,A320,A320,320,4,720,"506,880",472
G4,G4,VPS,COU,Airbus,Narrow,A320,A320,320,8,"1,440","948,960","1,008"
G4,G4,VPS,CVG,Airbus,Narrow,A320,A320,320,51,"9,180","5,508,000","5,756"
G4,G4,VPS,DEN,Airbus,Narrow,A320,A320,320,8,"1,440","1,742,400","1,680"
G4,G4,VPS,DSM,Airbus,Narrow,A320,A320,320,8,"1,440","1,236,960","1,104"
G4,G4,VPS,EVV,Airbus,Narrow,A320,A320,320,9,"1,620","848,880",907
G4,G4,VPS,EWR,Airbus,Narrow,A320,A320,320,10,"1,800","1,778,400","1,600"
G4,G4,VPS,HTS,Airbus,Narrow,A320,A319,319,7,"1,092","643,188",742
G4,G4,VPS,HTS,Airbus,Narrow,A320,A320,320,1,180,"106,020",106
G4,G4,VPS,IAD,Airbus,Narrow,A320,A319,319,3,468,"364,104",402
G4,G4,VPS,ICT,Airbus,Narrow,A320,A320,320,12,"2,160","1,719,360","1,608"
G4,G4,VPS,IND,Airbus,Narrow,A320,A320,320,8,"1,440","917,280",936
G4,G4,VPS,LAS,Airbus,Narrow,A320,A320,320,9,"1,620","2,745,900","2,276"
G4,G4,VPS,LCK,Airbus,Narrow,A320,A320,320,21,"3,780","2,547,720","2,478"
G4,G4,VPS,LEX,Airbus,Narrow,A320,A319,319,1,156,"82,992",101
G4,G4,VPS,LEX,Airbus,Narrow,A320,A320,320,10,"1,800","957,600","1,010"
G4,G4,VPS,LIT,Airbus,Narrow,A320,A320,320,9,"1,620","717,660",803
G4,G4,VPS,MCI,Airbus,Narrow,A320,A320,320,9,"1,620","1,239,300","1,200"
G4,G4,VPS,MDW,Airbus,Narrow,A320,A320,320,9,"1,620","1,266,840","1,267"
G4,G4,VPS,MEM,Airbus,Narrow,A320,A320,320,8,"1,440","537,120",688
G4,G4,VPS,OKC,Airbus,Narrow,A320,A320,320,17,"3,060","2,221,560","2,207"
G4,G4,VPS,OMA,Airbus,Narrow,A320,A320,320,9,"1,620","1,475,820","1,354"
G4,G4,VPS,PIA,Airbus,Narrow,A320,A320,320,12,"2,160","1,563,840","1,464"
G4,G4,VPS,PIT,Airbus,Narrow,A320,A320,320,16,"2,880","2,234,880","2,009"
G4,G4,VPS,SDF,Airbus,Narrow,A320,A320,320,12,"2,160","1,149,120","1,236"
G4,G4,VPS,SGF,Airbus,Narrow,A320,A320,320,12,"2,160","1,317,600","1,356"
G4,G4,VPS,SHV,Airbus,Narrow,A320,A320,320,9,"1,620","732,240",856
G4,G4,VPS,TUL,Airbus,Narrow,A320,A320,320,13,"2,340","1,565,460","1,556"
G4,G4,VPS,TYS,Airbus,Narrow,A320,A320,320,16,"2,880","1,137,600","1,312"
G4,G4,VPS,XNA,Airbus,Narrow,A320,A320,320,33,"5,940","3,569,940","3,569"
G4,G4,XNA,BNA,Airbus,Narrow,A320,A319,319,7,"1,092","465,192",588
G4,G4,XNA,BNA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"161,880",168
G4,G4,XNA,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","1,867,320","1,497"
G4,G4,XNA,GUF,Airbus,Narrow,A320,A319,319,8,"1,248","715,104",808
G4,G4,XNA,GUF,Airbus,Narrow,A320,A320,320,4,720,"412,560",404
G4,G4,XNA,LAS,Airbus,Narrow,A320,A319,319,7,"1,092","1,269,996","1,260"
G4,G4,XNA,LAS,Airbus,Narrow,A320,A320,320,1,180,"209,340",180
G4,G4,XNA,PIE,Airbus,Narrow,A320,A319,319,5,780,"694,980",677
G4,G4,XNA,PIE,Airbus,Narrow,A320,A320,320,2,360,"320,760",272
G4,G4,XNA,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"338,580",272
G4,G4,XNA,SFB,Airbus,Narrow,A320,A319,319,8,"1,248","1,148,160","1,152"
G4,G4,XNA,SFB,Airbus,Narrow,A320,A320,320,7,"1,260","1,159,200","1,008"
G4,G4,XNA,VPS,Airbus,Narrow,A320,A320,320,33,"5,940","3,569,940","3,496"
G4,G4,ABE,BNA,Airbus,Narrow,A320,A320,320,9,1620,1109700,1080
G4,G4,ABE,DEN,Airbus,Narrow,A320,A320,320,9,1620,2493180,2160
G4,G4,ABE,FLL,Airbus,Narrow,A320,A320,320,9,1620,1686420,1539
G4,G4,ABE,MCO,Airbus,Narrow,A320,A320,320,10,1800,1630800,1580
G4,G4,ABE,MLB,Airbus,Narrow,A320,A320,320,9,1620,1480680,1296
G4,G4,ABE,MYR,Airbus,Narrow,A320,A320,320,32,5760,2983680,3104
G4,G4,ABE,PGD,Airbus,Narrow,A320,A320,320,26,4680,4764240,4264
G4,G4,ABE,PIE,Airbus,Narrow,A320,A320,320,27,4860,4714200,4158
G4,G4,ABE,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,184300,154
G4,G4,ABE,RSW,Airbus,Narrow,A320,A320,320,9,1620,1681560,1566
G4,G4,ABE,SFB,Airbus,Narrow,A320,A319,319,9,1404,1238328,1287
G4,G4,ABE,SFB,Airbus,Narrow,A320,A320,320,41,7380,6509160,5845
G4,G4,ABE,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,670320,572
G4,G4,ABE,SRQ,Airbus,Narrow,A320,A320,320,9,1620,1620000,1422
G4,G4,ACY,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,24,4560,4455120,3744
G4,G4,ACY,MYR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,2470,1151020,1105
G4,G4,ACY,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1574910,1458
G4,G4,ACY,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1417590,1332
G4,G4,ALB,BNA,Airbus,Narrow,A320,A319,319,9,1404,1158300,1251
G4,G4,ALB,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2058840,1782
G4,G4,ALB,MYR,Airbus,Narrow,A320,A320,320,13,2340,1600560,1677
G4,G4,ALB,PGD,Airbus,Narrow,A320,A320,320,18,3240,3839400,3402
G4,G4,ALB,PIE,Airbus,Narrow,A320,A319,319,8,1248,1418976,1464
G4,G4,ALB,PIE,Airbus,Narrow,A320,A320,320,1,180,204660,183
G4,G4,ALB,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,1080150,915
G4,G4,ALB,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1793790,1557
G4,G4,ALB,SRQ,Airbus,Narrow,A320,A320,320,9,1620,1890540,1737
G4,G4,ATW,AZA,Airbus,Narrow,A320,A320,320,17,3060,4443120,3655
G4,G4,ATW,BNA,Airbus,Narrow,A320,A319,319,9,1404,798876,909
G4,G4,ATW,DEN,Airbus,Narrow,A320,A320,320,9,1620,1428840,1359
G4,G4,ATW,EWR,Airbus,Narrow,A320,A320,320,9,1620,1250640,1125
G4,G4,ATW,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2287980,1836
G4,G4,ATW,GUF,Airbus,Narrow,A320,A320,320,9,1620,1576260,1440
G4,G4,ATW,LAS,Airbus,Narrow,A320,A320,320,18,3240,4892400,4068
G4,G4,ATW,MCO,Airbus,Narrow,A320,A320,320,9,1620,1880820,1629
G4,G4,ATW,PDX,Airbus,Narrow,A320,A320,320,9,1620,2692440,2187
G4,G4,ATW,PGD,Airbus,Narrow,A320,A320,320,13,2340,2925000,2457
G4,G4,ATW,PIE,Airbus,Narrow,A320,A320,320,3,540,632880,519
G4,G4,ATW,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,15,2850,3340200,2595
G4,G4,ATW,SAV,Airbus,Narrow,A320,A320,320,4,720,666720,580
G4,G4,ATW,SFB,Airbus,Narrow,A320,A320,320,18,3240,3696840,3096
G4,G4,ATW,SNA,Airbus,Narrow,A320,A320,320,9,1620,2799360,2475
G4,G4,AUS,AVL,Airbus,Narrow,A320,A320,320,9,1620,1539000,1368
G4,G4,AUS,CVG,Airbus,Narrow,A320,A320,320,9,1620,1551960,1368
G4,G4,AUS,DSM,Airbus,Narrow,A320,A320,320,9,1620,1317060,1179
G4,G4,AUS,GRR,Airbus,Narrow,A320,A320,320,9,1620,1786860,1494
G4,G4,AUS,IAD,Airbus,Narrow,A320,A320,320,8,1440,1867680,1608
G4,G4,AUS,LAS,Airbus,Narrow,A320,A319,319,7,1092,1190280,1190
G4,G4,AUS,LAS,Airbus,Narrow,A320,A320,320,1,180,196200,170
G4,G4,AUS,PIT,Airbus,Narrow,A320,A320,320,9,1620,1960200,1620
G4,G4,AUS,PVU,Airbus,Narrow,A320,A320,320,9,1620,1702620,1467
G4,G4,AUS,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1699740,1440
G4,G4,AUS,SRQ,Airbus,Narrow,A320,A320,320,9,1620,1516320,1404
G4,G4,AUS,TYS,Airbus,Narrow,A320,A320,320,9,1620,1428840,1269
G4,G4,AVL,AUS,Airbus,Narrow,A320,A320,320,9,1620,1539000,1332
G4,G4,AVL,BOS,Airbus,Narrow,A320,A320,320,19,3420,2677860,2546
G4,G4,AVL,DEN,Airbus,Narrow,A320,A320,320,18,3240,4043520,3474
G4,G4,AVL,EWR,Airbus,Narrow,A320,A320,320,13,2340,1364220,1430
G4,G4,AVL,EYW,Airbus,Narrow,A320,A320,320,9,1620,1216620,1125
G4,G4,AVL,FLL,Airbus,Narrow,A320,A320,320,56,10080,6652800,6608
G4,G4,AVL,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,2470,1630200,1530
G4,G4,AVL,HOU,Airbus,Narrow,A320,A320,320,9,1620,1365660,1332
G4,G4,AVL,IAD,Airbus,Narrow,A320,A320,320,9,1620,599400,765
G4,G4,AVL,LAS,Airbus,Narrow,A320,A320,320,9,1620,2956500,2286
G4,G4,AVL,MCO,Airbus,Narrow,A320,A320,320,11,1980,966240,1089
G4,G4,AVL,MDW,Airbus,Narrow,A320,A320,320,9,1620,844020,918
G4,G4,AVL,PBI,Airbus,Narrow,A320,A320,320,18,3240,2008800,1944
G4,G4,AVL,PGD,Airbus,Narrow,A320,A320,320,21,3780,2222640,2289
G4,G4,AVL,PIE,Airbus,Narrow,A320,A319,319,3,468,242424,300
G4,G4,AVL,PIE,Airbus,Narrow,A320,A320,320,47,8460,4382280,4700
G4,G4,AVL,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,393680,400
G4,G4,AVL,SFB,Airbus,Narrow,A320,A319,319,1,156,72540,92
G4,G4,AVL,SFB,Airbus,Narrow,A320,A320,320,34,6120,2845800,3128
G4,G4,AVL,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,1140,530100,552
G4,G4,AVL,SRQ,Airbus,Narrow,A320,A320,320,9,1620,897480,918
G4,G4,AVL,VPS,Airbus,Narrow,A320,A320,320,9,1620,667440,783
G4,G4,AZA,ATW,Airbus,Narrow,A320,A320,320,17,3060,4443120,3383
G4,G4,AZA,BIL,Airbus,Narrow,A320,A320,320,16,2880,2528640,2224
G4,G4,AZA,BIS,Airbus,Narrow,A320,A320,320,11,1980,2162160,1793
G4,G4,AZA,BLI,Airbus,Narrow,A320,A319,319,13,2028,2449824,2396
G4,G4,AZA,BZN,Airbus,Narrow,A320,A320,320,16,2880,2479680,2224
G4,G4,AZA,CID,Airbus,Narrow,A320,A320,320,9,1620,2008800,1584
G4,G4,AZA,CVG,Airbus,Narrow,A320,A320,320,9,1620,2515860,1935
G4,G4,AZA,DSM,Airbus,Narrow,A320,A320,320,14,2520,2867760,2338
G4,G4,AZA,EUG,Airbus,Narrow,A320,A320,320,11,1980,1922580,1672
G4,G4,AZA,FAR,Airbus,Narrow,A320,A320,320,27,4860,5929200,4806
G4,G4,AZA,FCA,Airbus,Narrow,A320,A320,320,14,2520,2630880,2184
G4,G4,AZA,FNT,Airbus,Narrow,A320,A320,320,9,1620,2673000,2007
G4,G4,AZA,FSD,Airbus,Narrow,A320,A320,320,25,4500,4824000,4050
G4,G4,AZA,FWA,Airbus,Narrow,A320,A320,320,9,1620,2506140,1890
G4,G4,AZA,GEG,Airbus,Narrow,A320,A320,320,9,1620,1675080,1422
G4,G4,AZA,GRI,Airbus,Narrow,A320,A320,320,10,1800,1629000,1398
G4,G4,AZA,GRR,Airbus,Narrow,A320,A320,320,19,3420,5338620,3971
G4,G4,AZA,GTF,Airbus,Narrow,A320,A320,320,9,1620,1584360,1350
G4,G4,AZA,ICT,Airbus,Narrow,A320,A320,320,9,1620,1385100,1179
G4,G4,AZA,IDA,Airbus,Narrow,A320,A320,320,21,3780,2661120,2439
G4,G4,AZA,LSE,Airbus,Narrow,A320,A320,320,9,1620,2135160,1647
G4,G4,AZA,MLI,Airbus,Narrow,A320,A320,320,9,1620,2086560,1647
G4,G4,AZA,MOT,Airbus,Narrow,A320,A320,320,9,1620,1885680,1530
G4,G4,AZA,MSO,Airbus,Narrow,A320,A320,320,14,2520,2388960,2030
G4,G4,AZA,OMA,Airbus,Narrow,A320,A320,320,9,1620,1662120,1413
G4,G4,AZA,PDX,Airbus,Narrow,A320,A320,320,9,1620,1665360,1476
G4,G4,AZA,PIA,Airbus,Narrow,A320,A320,320,17,3060,4014720,3060
G4,G4,AZA,PSC,Airbus,Narrow,A320,A320,320,10,1800,1758600,1510
G4,G4,AZA,PVU,Airbus,Narrow,A320,A320,320,59,10620,5065740,5310
G4,G4,AZA,RAP,Airbus,Narrow,A320,A320,320,19,3420,2985660,2564
G4,G4,AZA,RFD,Airbus,Narrow,A320,A320,320,18,3240,4448520,3384
G4,G4,AZA,SBN,Airbus,Narrow,A320,A320,320,14,2520,3782520,2870
G4,G4,AZA,SGF,Airbus,Narrow,A320,A320,320,23,4140,4413240,3588
G4,G4,AZA,SNA,Airbus,Narrow,A320,A320,320,9,1620,583200,792
G4,G4,AZA,STC,Airbus,Narrow,A320,A320,320,9,1620,2034720,1611
G4,G4,AZA,TVC,Airbus,Narrow,A320,A320,320,9,1620,2590380,1998
G4,G4,BGR,PIE,Airbus,Narrow,A320,A320,320,7,1260,1755180,1499
G4,G4,BGR,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,10,1900,2646700,2130
G4,G4,BGR,SFB,Airbus,Narrow,A320,A319,319,9,1404,1823796,1782
G4,G4,BGR,SFB,Airbus,Narrow,A320,A320,320,4,720,935280,792
G4,G4,BGR,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,14,2660,3455340,2772
G4,G4,BIL,AZA,Airbus,Narrow,A320,A320,320,16,2880,2528640,2256
G4,G4,BIL,LAS,Airbus,Narrow,A320,A319,319,9,1404,1060020,1170
G4,G4,BIS,AZA,Airbus,Narrow,A320,A320,320,11,1980,2162160,1859
G4,G4,BIS,LAS,Airbus,Narrow,A320,A319,319,8,1248,1307904,1328
G4,G4,BIS,LAS,Airbus,Narrow,A320,A320,320,1,180,188640,166
G4,G4,BLI,AZA,Airbus,Narrow,A320,A319,319,13,2028,2449824,2322
G4,G4,BLI,BUR,Airbus,Narrow,A320,A319,319,9,1404,1446120,1485
G4,G4,BLI,LAS,Airbus,Narrow,A320,A319,319,35,5460,5208840,5355
G4,G4,BLI,LAS,Airbus,Narrow,A320,A320,320,1,180,171720,153
G4,G4,BLV,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1757880,1431
G4,G4,BLV,GUF,Airbus,Narrow,A320,A319,319,2,312,184704,212
G4,G4,BLV,GUF,Airbus,Narrow,A320,A320,320,2,360,213120,212
G4,G4,BLV,GUF,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1012320,954
G4,G4,BLV,JAX,Airbus,Narrow,A320,A320,320,9,1620,1172880,1098
G4,G4,BLV,LAS,Airbus,Narrow,A320,A319,319,9,1404,1965600,1908
G4,G4,BLV,MYR,Airbus,Narrow,A320,A320,320,13,2340,1628640,1469
G4,G4,BLV,PGD,Airbus,Narrow,A320,A319,319,6,936,862056,888
G4,G4,BLV,PGD,Airbus,Narrow,A320,A320,320,21,3780,3481380,3108
G4,G4,BLV,PIE,Airbus,Narrow,A320,A319,319,2,312,262392,268
G4,G4,BLV,PIE,Airbus,Narrow,A320,A320,320,2,360,302760,268
G4,G4,BLV,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,14,2660,2237060,1890
G4,G4,BLV,SAV,Airbus,Narrow,A320,A320,320,4,720,473760,464
G4,G4,BLV,SFB,Airbus,Narrow,A320,A319,319,15,2340,1953900,2070
G4,G4,BLV,SFB,Airbus,Narrow,A320,A320,320,3,540,450900,414
G4,G4,BLV,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,1520,1269200,1104
G4,G4,BLV,SRQ,Airbus,Narrow,A320,A320,320,9,1620,1420740,1224
G4,G4,BLV,VPS,Airbus,Narrow,A320,A320,320,53,9540,5599980,5671
G4,G4,BMI,PIE,Airbus,Narrow,A320,A319,319,3,468,438048,420
G4,G4,BMI,PIE,Airbus,Narrow,A320,A320,320,6,1080,1010880,840
G4,G4,BMI,SFB,Airbus,Narrow,A320,A320,320,1,180,165060,143
G4,G4,BMI,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,12,2280,2090760,1716
G4,G4,BNA,ABE,Airbus,Narrow,A320,A320,320,9,1620,1109700,999
G4,G4,BNA,ALB,Airbus,Narrow,A320,A319,319,9,1404,1158300,1161
G4,G4,BNA,ATW,Airbus,Narrow,A320,A319,319,9,1404,798876,909
G4,G4,BNA,BZN,Airbus,Narrow,A320,A319,319,18,2808,4029480,3906
G4,G4,BNA,CAK,Airbus,Narrow,A320,A319,319,9,1404,610740,792
G4,G4,BNA,CID,Airbus,Narrow,A320,A319,319,9,1404,673920,828
G4,G4,BNA,DSM,Airbus,Narrow,A320,A319,319,2,312,165048,198
G4,G4,BNA,DSM,Airbus,Narrow,A320,A320,320,18,3240,1713960,1782
G4,G4,BNA,FAR,Airbus,Narrow,A320,A319,319,9,1404,1277640,1341
G4,G4,BNA,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1356030,1197
G4,G4,BNA,FNT,Airbus,Narrow,A320,A320,320,9,1620,805140,837
G4,G4,BNA,FSD,Airbus,Narrow,A320,A319,319,9,1404,1040364,1116
G4,G4,BNA,GRR,Airbus,Narrow,A320,A319,319,9,1404,659880,792
G4,G4,BNA,GRR,Airbus,Narrow,A320,A320,320,9,1620,761400,792
G4,G4,BNA,GUF,Airbus,Narrow,A320,A319,319,9,1404,581256,864
G4,G4,BNA,IAD,Airbus,Narrow,A320,A319,319,13,2028,1099176,1391
G4,G4,BNA,JAX,Airbus,Narrow,A320,A319,319,9,1404,679536,837
G4,G4,BNA,MDT,Airbus,Narrow,A320,A319,319,9,1404,853632,963
G4,G4,BNA,PGD,Airbus,Narrow,A320,A319,319,9,1404,971568,1116
G4,G4,BNA,PIE,Airbus,Narrow,A320,A319,319,2,312,190944,222
G4,G4,BNA,PIE,Airbus,Narrow,A320,A320,320,4,720,440640,444
G4,G4,BNA,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,3,570,348840,333
G4,G4,BNA,PIT,Airbus,Narrow,A320,A320,320,9,1620,748440,801
G4,G4,BNA,PVU,Airbus,Narrow,A320,A320,320,9,1620,2246940,1836
G4,G4,BNA,RFD,Airbus,Narrow,A320,A319,319,9,1404,614952,801
G4,G4,BNA,RIC,Airbus,Narrow,A320,A319,319,9,1404,739908,864
G4,G4,BNA,SFB,Airbus,Narrow,A320,A319,319,6,936,559728,654
G4,G4,BNA,SFB,Airbus,Narrow,A320,A320,320,5,900,538200,545
G4,G4,BNA,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,227240,218
G4,G4,BNA,SHV,Airbus,Narrow,A320,A319,319,9,1404,675324,783
G4,G4,BNA,SRQ,Airbus,Narrow,A320,A320,320,9,1620,1051380,1035
G4,G4,BNA,SYR,Airbus,Narrow,A320,A319,319,13,2028,1502748,1560
G4,G4,BNA,XNA,Airbus,Narrow,A320,A319,319,9,1404,598104,738
G4,G4,BOI,SNA,Airbus,Narrow,A320,A320,320,13,2340,1609920,1742
G4,G4,BOS,AVL,Airbus,Narrow,A320,A320,320,19,3420,2677860,2643
G4,G4,BOS,DSM,Airbus,Narrow,A320,A320,320,9,1620,1887300,1710
G4,G4,BOS,GRR,Airbus,Narrow,A320,A320,320,9,1620,1198800,1197
G4,G4,BOS,IND,Airbus,Narrow,A320,A320,320,9,1620,1323540,1332
G4,G4,BOS,SRQ,Airbus,Narrow,A320,A320,320,9,1620,1976400,1728
G4,G4,BOS,TYS,Airbus,Narrow,A320,A320,320,14,2520,2091600,1988
G4,G4,BOS,VPS,Airbus,Narrow,A320,A320,320,4,720,855360,748
G4,G4,BUR,BLI,Airbus,Narrow,A320,A319,319,9,1404,1446120,1404
G4,G4,BUR,DSM,Airbus,Narrow,A320,A320,320,9,1620,2326320,1854
G4,G4,BUR,IND,Airbus,Narrow,A320,A320,320,9,1620,2924100,2241
G4,G4,BUR,PVU,Airbus,Narrow,A320,A320,320,9,1620,895860,909
G4,G4,BZN,AZA,Airbus,Narrow,A320,A320,320,16,2880,2479680,2240
G4,G4,BZN,BNA,Airbus,Narrow,A320,A319,319,18,2808,4029480,3636
G4,G4,BZN,LAS,Airbus,Narrow,A320,A319,319,8,1248,874848,1024
G4,G4,BZN,LAS,Airbus,Narrow,A320,A320,320,1,180,126180,128
G4,G4,CAK,BNA,Airbus,Narrow,A320,A319,319,9,1404,610740,801
G4,G4,CAK,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1752750,1431
G4,G4,CAK,JAX,Airbus,Narrow,A320,A319,319,9,1404,1009476,1125
G4,G4,CAK,JAX,Airbus,Narrow,A320,A320,320,9,1620,1164780,1098
G4,G4,CAK,MYR,Airbus,Narrow,A320,A319,319,17,2652,1373736,1666
G4,G4,CAK,PGD,Airbus,Narrow,A320,A319,319,13,2028,1957020,1980
G4,G4,CAK,PGD,Airbus,Narrow,A320,A320,320,5,900,868500,765
G4,G4,CAK,PIE,Airbus,Narrow,A320,A319,319,14,2184,1963416,1980
G4,G4,CAK,PIE,Airbus,Narrow,A320,A320,320,6,1080,970920,840
